# Program:featureCounts v1.5.0-p1; Command:"featureCounts" "-T" "1" "--minOverlap" "1" "-D" "600" "-d" "50" "-g" "gene_id" "-t" "exon" "-F" "GTF" "-S" "fr" "-s" "2" "-o" "counts.txt" "-a" "/tmp/tmpHTk84S/stgdc4c2f59-9695-4a36-9890-6624f143a433/hg19.gencode_v19.chr21.gtf" "/tmp/tmpHTk84S/stgb8806063-f72c-4b67-b98c-072129176f32/chr21_1.bam" "/tmp/tmpHTk84S/stg7a8f0c97-8c34-4b8c-bd07-1e9c8b2f4929/chr21_2.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/tmpHTk84S/stgb8806063-f72c-4b67-b98c-072129176f32/chr21_1.bam	/tmp/tmpHTk84S/stg7a8f0c97-8c34-4b8c-bd07-1e9c8b2f4929/chr21_2.bam
ENSG00000142197.8	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	37536833;37537006;37571368;37572629;37581013;37583851;37584272;37586379;37586740;37591670;37595529;37597863;37599984;37602748;37605102;37609560;37610899;37612063;37617346;37619815;37620678;37623460;37626070;37632975;37635844;37636046;37642311;37649319;37650273;37650507;37652583;37653781;37660312;37661054;37661343;37664402;37665618	37536891;37537169;37571549;37572799;37581202;37583949;37584395;37586488;37586854;37591790;37595648;37597965;37600175;37603432;37605373;37609712;37610999;37612253;37618975;37619926;37620866;37623582;37626207;37633030;37635948;37636112;37642455;37649398;37650382;37650653;37652644;37653909;37660448;37661109;37661504;37664531;37666572	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7685	523	498
ENSG00000265882.1	chr21	37585858	37586136	-	279	0	0
ENSG00000238851.1	chr21	37630724	37630829	-	106	0	0
ENSG00000273199.1	chr21	37692090	37692968	-	879	0	2
ENSG00000159256.8	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	37692487;37705944;37709172;37710030;37711072;37713697;37716877;37717210;37721609;37728918;37732253;37732482;37734481;37736391;37741286;37744672;37747441	37692601;37706016;37709304;37710244;37711219;37713844;37717005;37717329;37721706;37729022;37732375;37732556;37734526;37736557;37742174;37744829;37748944	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4246	599	566
ENSG00000228107.1	chr21;chr21	37732928;37733972	37733156;37734338	+;+	596	6	8
ENSG00000159259.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	37757676;37758358;37759896;37763849;37766845;37769713;37770041;37771819;37775056;37781059;37781672;37783761;37785182;37787593;37788573	37757749;37758560;37760028;37763966;37766948;37769809;37770537;37771903;37775149;37781128;37781763;37783902;37785613;37787687;37791313	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4977	96	65
ENSG00000230479.1	chr21;chr21	37802658;37852529	37802710;37853368	+;+	893	2	3
ENSG00000233818.1	chr21;chr21;chr21	37818029;37832588;37904269	37818305;37833050;37904706	+;+;+	1178	0	2
ENSG00000159261.6	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	37832919;37838665;37849672;37851793;37882661;37898578;37914863;37948709	37834074;37838739;37849861;37852388;37882798;37898825;37915153;37948867	-;-;-;-;-;-;-;-	2853	14	15
ENSG00000267976.1	chr21	37858165	37860058	+	1894	4	1
ENSG00000231324.1	chr21;chr21	38004979;38009089	38005868;38009331	-;-	1133	0	0
ENSG00000224269.1	chr21;chr21	38071073;38073597	38071143;38073864	-;-	339	0	0
ENSG00000159263.11	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38071433;38081468;38084833;38092122;38095346;38098420;38103346;38114018;38115688;38117029;38119966	38072221;38082913;38084922;38092230;38095431;38098619;38103452;38114165;38115856;38118219;38122218	+;+;+;+;+;+;+;+;+;+;+	6588	1	0
ENSG00000159267.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38123189;38128843;38132028;38137313;38139519;38268870;38302551;38308749;38311132;38318309;38319633;38334336;38338744;38362458	38126718;38129056;38132142;38137473;38139586;38269431;38302733;38309692;38311294;38318454;38320587;38334470;38338773;38362536	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7285	247	207
ENSG00000237646.1	chr21;chr21	38176285;38178337	38176566;38178585	-;-	531	0	1
ENSG00000199806.1	chr21	38224211	38224328	+	118	0	0
ENSG00000224790.1	chr21;chr21;chr21;chr21	38338812;38340854;38341901;38344065	38338911;38341107;38341920;38344128	+;+;+;+	438	3	1
ENSG00000207416.1	chr21	38359039	38359151	-	113	0	0
ENSG00000183145.4	chr21;chr21;chr21;chr21;chr21	38378450;38378863;38380457;38385851;38390174	38378533;38379176;38380523;38385918;38391959	+;+;+;+;+	2319	2	2
ENSG00000212136.1	chr21	38417830	38417936	+	107	0	0
ENSG00000185808.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21	38431470;38439562;38441852;38444445;38444734;38445148;38445291	38438012;38439680;38441924;38444610;38445111;38445200;38445470	-;-;-;-;-;-;-	7512	178	156
ENSG00000182670.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38445571;38453896;38458090;38460133;38460496;38461099;38462533;38463593;38466305;38467650;38468881;38470215;38480692;38494117;38495283;38496919;38498380;38501303;38504982;38507680;38510934;38512861;38516825;38519781;38520846;38522378;38523120;38524193;38525251;38528957;38532001;38533104;38534292;38536353;38537852;38539857;38544897;38555076;38558007;38559350;38560796;38563635;38564413;38567976;38569871;38570183;38572533;38573741	38445664;38456631;38459701;38460175;38460646;38461186;38462586;38463713;38466390;38467744;38468943;38471398;38480746;38494279;38495328;38497042;38498443;38501363;38505066;38507814;38511014;38512973;38516945;38519903;38520947;38522470;38523184;38524329;38525623;38529208;38532047;38533160;38534365;38536517;38538917;38539922;38545046;38555215;38558075;38559446;38560896;38563725;38564514;38568337;38569997;38570326;38572625;38575413	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13144	2343	2026
ENSG00000270116.1	chr21	38473114	38473643	+	530	1	0
ENSG00000228677.1	chr21;chr21	38559967;38566109	38560944;38566227	-;-	1097	0	0
ENSG00000230366.5	chr21;chr21;chr21	38580804;38580955;38592539	38580845;38581057;38594037	+;+;+	1644	4	1
ENSG00000263969.1	chr21	38587906	38588202	+	297	0	0
ENSG00000242553.1	chr21;chr21	38593720;38609705	38593898;38610045	+;+	520	0	1
ENSG00000157538.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38595721;38599955;38600524;38601446;38603794;38604678;38605663;38610761;38612797;38639539	38597927;38600107;38600674;38601523;38604276;38604946;38605743;38610910;38612940;38640262	-;-;-;-;-;-;-;-;-;-	4440	710	637
ENSG00000272948.1	chr21	38640085	38640785	+	701	3	4
ENSG00000273210.1	chr21	38737779	38738234	-	456	1	1
ENSG00000157540.15	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	38739236;38782872;38791207;38844986;38850483;38852940;38858769;38861087;38862477;38865319;38868420;38877586;38878402;38884214	38739930;38782972;38792686;38845182;38850602;38853128;38858916;38861165;38862763;38865465;38868560;38877892;38878657;38889753	+;+;+;+;+;+;+;+;+;+;+;+;+;+	9687	864	753
ENSG00000267937.1	chr21	38888740	38888973	+	234	0	0
ENSG00000157542.8	chr21;chr21;chr21;chr21;chr21	38979678;39086514;39212960;39285532;39288187	38997786;39087434;39213011;39285557;39288749	-;-;-;-;-	19671	1	0
ENSG00000233213.1	chr21;chr21	39089405;39091650	39089538;39091872	-;-	357	0	0
ENSG00000184029.5	chr21;chr21;chr21;chr21;chr21	39323728;39325124;39426313;39492401;39493222	39324005;39325308;39427075;39492502;39493454	-;-;-;-;-	1561	0	0
ENSG00000264691.1	chr21	39334968	39335068	+	101	0	0
ENSG00000223608.1	chr21;chr21	39378846;39382780	39379128;39382920	-;-	424	0	0
ENSG00000198054.7	chr21;chr21;chr21;chr21	39493567;39494406;39526509;39528398	39493695;39494762;39526623;39528605	+;+;+;+	809	0	0
ENSG00000157551.13	chr21;chr21;chr21;chr21;chr21;chr21	39628663;39628870;39644172;39657509;39668848;39671166	39628709;39629107;39644479;39657611;39668945;39679279	+;+;+;+;+;+	8908	195	277
ENSG00000238581.1	chr21	39559551	39559656	-	106	0	0
ENSG00000233316.3	chr21;chr21;chr21	39578250;39578566;39580229	39578454;39578710;39580738	+;+;+	860	0	0
ENSG00000226012.1	chr21;chr21	39609139;39610035	39609336;39610123	-;-	287	3	0
ENSG00000231231.1	chr21;chr21;chr21;chr21;chr21	39695557;39697705;39704348;39704884;39705238	39695820;39697876;39704399;39704954;39705286	-;-;-;-;-	608	0	0
ENSG00000157554.14	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	39751949;39762917;39763581;39763872;39772496;39774479;39775428;39795332;39817327;39842698;39845950;39870287;39947586;39956768;40032446;40033582	39755845;39762964;39763637;39764366;39772567;39774559;39775631;39795483;39817544;39844003;39846044;39870407;39947671;39956869;40032591;40033704	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7203	168	177
ENSG00000223806.3	chr21;chr21;chr21;chr21	40110945;40112240;40112808;40113245	40111253;40112338;40112992;40114441	-;-;-;-	1790	4	11
ENSG00000157557.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	40177231;40177755;40181959;40184927;40186197;40186705;40188932;40190349;40191427;40193510;40194598	40177540;40178044;40182030;40185038;40186316;40186905;40189015;40190570;40191690;40193628;40196879	+;+;+;+;+;+;+;+;+;+;+	4076	3436	3183
ENSG00000229986.1	chr21;chr21	40218171;40220153	40218241;40220568	+;+	487	0	0
ENSG00000205622.5	chr21;chr21;chr21;chr21	40249215;40273825;40295562;40309734	40252296;40273889;40295617;40310353	-;-;-;-	3823	10	6
ENSG00000229925.1	chr21;chr21	40260696;40275664	40260817;40275829	+;+	288	0	0
ENSG00000272015.1	chr21	40266709	40266791	+	83	0	0
ENSG00000234035.1	chr21;chr21	40285093;40286915	40285341;40287072	-;-	407	1	3
ENSG00000232837.1	chr21;chr21;chr21	40346355;40349379;40349637	40347773;40349493;40349700	-;-;-	1598	0	1
ENSG00000235888.1	chr21;chr21;chr21	40360633;40362753;40377586	40361352;40362950;40378079	-;-;-	1412	13	15
ENSG00000237721.1	chr21;chr21;chr21	40378574;40380028;40383014	40378710;40380157;40383255	-;-;-	509	16	9
ENSG00000237609.1	chr21;chr21	40400461;40400926	40400624;40401053	-;-	292	4	7
ENSG00000183527.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21	40546695;40549361;40550375;40551850;40552211;40553698;40555178	40547590;40549497;40550573;40551912;40552362;40553804;40555777	-;-;-;-;-;-;-	2154	313	236
ENSG00000185658.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	40556102;40562145;40570689;40572145;40574251;40578034;40581921;40582712;40584592;40585407;40587163;40590078;40590431;40596334;40597012;40600426;40601238;40604103;40604299;40608521;40610405;40619627;40622722;40627571;40630413;40636386;40636817;40641825;40642209;40646300;40648099;40649177;40650669;40652074;40665737;40667669;40668191;40668363;40684767;40684998;40685167;40685369;40692952	40559343;40569341;40571588;40572312;40574471;40578200;40582073;40582855;40584633;40585479;40587288;40590198;40590586;40596395;40597123;40600508;40601362;40604210;40604424;40608710;40610499;40619758;40622815;40627754;40630598;40636611;40636945;40641959;40642359;40646398;40648139;40649277;40650739;40652174;40665958;40667829;40668289;40670508;40684826;40685027;40685225;40685745;40693485	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	18949	977	814
ENSG00000272991.1	chr21	40556395	40556825	+	431	1	5
ENSG00000237373.1	chr21;chr21	40589019;40591328	40589103;40591731	-;-	489	0	0
ENSG00000255568.2	chr21	40685887	40686886	-	1000	1	0
ENSG00000238141.2	chr21;chr21;chr21	40687633;40688971;40694728	40687741;40689135;40695144	+;+;+	691	0	0
ENSG00000205581.6	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	40714241;40717072;40717756;40720218;40720348;40720471;40720829;40721386	40715085;40717200;40718454;40720265;40720377;40720788;40721126;40721573	-;-;-;-;-;-;-;-	2555	1305	1004
ENSG00000252915.1	chr21	40716463	40716554	+	92	0	0
ENSG00000238556.1	chr21	40717300	40717383	-	84	17	19
ENSG00000182093.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	40752170;40759691;40762624;40763695;40765092;40768792;40778488;40779719;40780532;40782770;40785766	40752482;40759781;40763402;40763762;40765206;40769815;40778657;40779843;40780603;40782863;40786214	+;+;+;+;+;+;+;+;+;+;+	3300	164	131
ENSG00000157578.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	40777770;40781905;40782190;40782959;40783644;40792632;40793486;40800098;40801057;40807346;40816061;40817376	40778538;40782022;40782293;40783073;40783728;40792769;40795416;40800429;40801137;40807499;40816128;40817703	-;-;-;-;-;-;-;-;-;-;-;-	4223	9	5
ENSG00000185437.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	40817781;40823756;40834301;40847061;40871749;40880925;40883607;40887015	40818007;40824067;40834486;40847141;40871841;40880954;40883736;40887433	+;+;+;+;+;+;+;+	1478	12	9
ENSG00000183778.13	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	40928369;40934881;40977021;41018319;41029254;41029704;41031680;41032487	40928437;40935511;40977152;41018549;41029526;41029820;41031839;41045064	+;+;+;+;+;+;+;+	14191	352	441
ENSG00000184809.8	chr21;chr21;chr21;chr21;chr21	40969074;40971268;40977526;40981510;40984224	40969916;40971583;40978274;40981592;40984748	-;-;-;-;-	2516	1	3
ENSG00000225330.1	chr21;chr21;chr21	41002198;41094403;41097765	41002417;41094478;41098012	+;+;+	544	0	0
ENSG00000231713.2	chr21;chr21;chr21	41099682;41101060;41101431	41099919;41101186;41102607	+;+;+	1542	0	0
ENSG00000183067.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	41117334;41118143;41123099;41137462;41142843;41151017;41160094;41163935;41165461;41173189	41117453;41118225;41123304;41137779;41143142;41151232;41160115;41164026;41165540;41174023	+;+;+;+;+;+;+;+;+;+	2272	0	0
ENSG00000183036.6	chr21;chr21;chr21;chr21	41239243;41255379;41270401;41300909	41239436;41255558;41270452;41301322	+;+;+;+	840	0	0
ENSG00000171587.10	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	41382926;41414298;41416005;41423885;41427652;41434796;41446964;41450614;41452079;41455835;41457529;41459097;41465648;41496122;41505781;41514485;41516418;41539145;41550854;41559058;41559818;41560969;41648024;41667982;41684008;41710028;41711046;41719597;41725392;41741026;42064736;42080380;42218545	41385313;41414600;41416202;41424034;41427767;41434826;41447140;41450904;41452267;41455933;41457692;41459214;41465801;41496255;41505936;41514631;41516658;41539215;41551021;41559186;41559914;41561165;41648197;41668101;41684286;41710303;41711342;41719872;41725670;41741172;42064882;42080697;42219065	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8552	1	0
ENSG00000263973.1	chr21	41584279	41584358	-	80	0	0
ENSG00000235123.1	chr21;chr21;chr21	41755010;41755579;41756506	41755511;41756065;41757285	+;+;+	1769	0	0
ENSG00000207147.1	chr21	41885071	41885206	+	136	0	0
ENSG00000221396.2	chr21	41949429	41949538	+	110	0	0
ENSG00000233756.1	chr21;chr21;chr21;chr21	41990433;41993181;42001466;42002584	41990794;41993326;42001567;42002693	-;-;-;-	720	0	0
ENSG00000226496.1	chr21;chr21;chr21;chr21	42513427;42517004;42519276;42519889	42515342;42517262;42519360;42520060	-;-;-;-	2432	2	5
ENSG00000263681.1	chr21	42539484	42539556	+	73	0	0
ENSG00000182240.11	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42539728;42598193;42602045;42609440;42613746;42615303;42617889;42622679;42629085;42647298	42540502;42598281;42602150;42609656;42613874;42615437;42617990;42622828;42629253;42654445	+;+;+;+;+;+;+;+;+;+	9020	2276	2112
ENSG00000225745.4	chr21;chr21;chr21;chr21;chr21;chr21	42548249;42551350;42552399;42554077;42558050;42558375	42548713;42551430;42552500;42554206;42558269;42558715	-;-;-;-;-;-	1339	0	0
ENSG00000224388.1	chr21;chr21	42552024;42552360	42552211;42552553	+;+	382	0	0
ENSG00000183844.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42676139;42688661;42691385;42694515;42694747;42710305;42716403;42717613;42718136;42718940;42720519;42729035	42676237;42688825;42692905;42694631;42694993;42710428;42716461;42717663;42718334;42719027;42720651;42729358	+;+;+;+;+;+;+;+;+;+;+;+	3127	113	116
ENSG00000183486.8	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42733870;42742012;42748763;42749716;42751944;42754337;42762492;42767514;42769540;42770824;42771123;42773897;42775194;42778671;42779918	42733982;42742276;42749082;42749908;42752078;42754491;42762630;42767712;42769618;42770946;42771264;42774127;42775270;42778925;42780870	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3379	319	258
ENSG00000157601.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42792231;42792442;42793765;42794683;42798094;42799133;42799682;42802460;42803641;42807764;42808942;42811621;42812814;42813643;42815715;42817375;42817927;42821064;42823094;42824548;42830455	42792367;42792744;42794022;42794838;42798190;42799231;42799793;42802535;42804102;42807956;42809079;42811775;42812952;42813841;42815793;42817497;42818068;42821222;42823170;42824796;42831141	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4040	469	398
ENSG00000228318.1	chr21;chr21	42813321;42814592	42813797;42814669	-;-	555	0	0
ENSG00000184012.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	42836478;42839661;42840323;42842575;42843733;42845252;42848504;42851099;42852403;42858394;42860321;42861434;42866283;42870046;42879877;42880008	42838080;42839813;42840465;42842670;42843908;42845423;42848547;42851209;42852529;42859952;42860440;42861520;42866505;42870116;42879992;42880086	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4880	6107	5653
ENSG00000207503.1	chr21	42911133	42911253	+	121	0	0
ENSG00000232806.1	chr21;chr21;chr21	42931052;42932259;42934834	42931300;42932379;42934885	-;-;-	422	16	8
ENSG00000223400.1	chr21;chr21	42948062;42953192	42948352;42953246	-;-	346	1	4
ENSG00000252771.1	chr21	43024746	43024843	-	98	0	0
ENSG00000227702.1	chr21;chr21;chr21	43099341;43108483;43117398	43099670;43108628;43117496	+;+;+	575	0	0
ENSG00000236384.3	chr21;chr21;chr21;chr21;chr21;chr21	43131680;43133711;43134180;43134394;43135280;43135902	43133160;43133832;43134292;43134512;43135443;43135935	-;-;-;-;-;-	2033	0	0
ENSG00000232401.1	chr21;chr21;chr21	43136596;43137161;43137502	43136704;43137334;43137740	+;+;+	522	0	0
ENSG00000183421.7	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43159529;43164042;43165919;43166230;43166773;43169314;43171257;43176685;43186078;43186160;43187020	43162157;43164300;43166064;43166331;43166931;43169363;43171405;43176976;43186118;43186352;43187266	-;-;-;-;-;-;-;-;-;-;-	4267	129	94
ENSG00000236883.1	chr21;chr21	43159533;43161307	43159831;43161468	+;+	461	0	0
ENSG00000141956.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43218385;43222872;43224694;43230510;43231109;43236061;43239938;43240451;43241423;43242259;43243674;43246316;43248522;43254614;43255546;43256222;43256577;43258043;43259732;43267199;43274675;43277285;43279140;43279701;43280436;43281672;43282034;43287409;43291603;43298804;43299105;43299379	43221882;43223081;43224774;43230822;43231192;43236192;43240057;43240530;43241586;43242393;43243805;43246410;43248689;43254673;43255633;43256316;43256758;43258172;43259962;43267300;43274927;43277438;43279337;43279794;43280487;43281860;43282116;43287486;43291730;43298969;43299249;43299591	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7853	322	299
ENSG00000236545.1	chr21;chr21	43290742;43291844	43291008;43292163	+;+	587	0	0
ENSG00000227698.1	chr21;chr21;chr21	43294865;43297381;43297643	43295143;43297468;43297722	-;-;-	447	3	5
ENSG00000251778.1	chr21	43302314	43302409	+	96	0	0
ENSG00000157617.12	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43305221;43319162;43321731;43325833;43327101;43327769;43329568;43332441;43334707;43338214;43338965;43342081;43346681;43362256;43373055;43373479	43309453;43319471;43321858;43325946;43327275;43327893;43329632;43332549;43334830;43338336;43339069;43342194;43346799;43362354;43373260;43373999	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6670	654	450
ENSG00000173276.9	chr21;chr21;chr21;chr21	43406940;43422459;43423006;43430361	43414217;43422612;43423070;43430496	-;-;-;-	7633	383	338
ENSG00000237232.3	chr21	43442192	43445060	+	2869	3	5
ENSG00000177398.14	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43483068;43491426;43496114;43504194;43505401;43508404;43510408;43519036;43522276;43523978;43529672;43530990;43533683;43535983;43539221;43540629;43541197;43542941;43546455;43547116;43547782;43549823;43557549;43562206	43483323;43491501;43496356;43504355;43505522;43508590;43510548;43519290;43522388;43524197;43529809;43531820;43533940;43536095;43539434;43541061;43541334;43543260;43546600;43547352;43547941;43549907;43557751;43563563	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6409	1	2
ENSG00000184385.2	chr21;chr21	43522244;43528406	43524145;43528644	-;-	2141	0	1
ENSG00000160179.14	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43619799;43621687;43627056;43636187;43639228;43639931;43645781;43676194;43679425;43680099;43691180;43693413;43697005;43702384;43704670;43705990;43707999;43708321;43710160;43711202;43711608;43714652;43716274	43619959;43621833;43627096;43636298;43639414;43640156;43646024;43676726;43679615;43680249;43691297;43693545;43697055;43702529;43704793;43706104;43708183;43708422;43710328;43711302;43711766;43714770;43717354	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4596	652	576
ENSG00000223262.1	chr21	43641283	43641396	+	114	0	0
ENSG00000216197.1	chr21	43720384	43720455	-	72	0	0
ENSG00000160180.14	chr21;chr21;chr21	43731777;43733595;43735403	43732379;43733796;43735761	-;-;-	1164	3530	4099
ENSG00000160181.4	chr21;chr21;chr21;chr21;chr21	43766466;43767595;43769990;43770376;43770988	43766655;43767741;43770139;43770468;43771237	-;-;-;-;-	830	72	82
ENSG00000160182.2	chr21;chr21;chr21	43782391;43783364;43786520	43782604;43783516;43786703	-;-;-	551	2061	2067
ENSG00000160183.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43791999;43795825;43796650;43800226;43801985;43803142;43804079;43805518;43808512;43809038;43810036;43815433	43792888;43795977;43796795;43800321;43802343;43803307;43804122;43805643;43808635;43809227;43810146;43816955	-;-;-;-;-;-;-;-;-;-;-;-	3928	17	35
ENSG00000160185.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43824008;43826417;43829531;43830225;43833133;43833519;43836551;43838510;43846806;43852212;43854942;43857598;43862562;43863422;43864644;43867167	43824167;43826470;43829717;43830697;43833331;43833632;43836720;43838718;43846929;43852311;43855064;43857690;43862706;43863528;43864753;43867791	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2993	54	40
ENSG00000252619.1	chr21	43837606	43837702	-	97	0	0
ENSG00000160188.5	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43892596;43896008;43897401;43902747;43905779;43906481;43912868;43913076;43916243	43892980;43896157;43897554;43902818;43905914;43906571;43912973;43913189;43916464	-;-;-;-;-;-;-;-;-	1430	47	28
ENSG00000160190.9	chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21	43916118;43916933;43919742;43922406;43934024;43938387;43945886;43954808;43955582;43959622;43962514;43963546;43967213;43974172;43979068;43982188;43983925;43984818;43985937;43987095;43988470;43994928;43999846;44000455	43916339;43918313;43919853;43922527;43934827;43938620;43945967;43954940;43955660;43959757;43962590;43963712;43967250;43974252;43979199;43982278;43983987;43984903;43985985;43987168;43988548;43995025;43999910;44001550	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5501	870	839
ENSG00000239930.2	chr21;chr21;chr21	43916649;43916933;43917343	43916775;43917043;43917553	+;+;+	449	0	0
ENSG00000231867.1	chr21;chr21	43928744;43929355	43928779;43929768	+;+	450	0	0
ENSG00000235772.1	chr21;chr21	43980484;43981546	43980559;43982044	-;-	575	0	0
ENSG00000225431.1	chr21;chr21	44019390;44034963	44020958;44035168	-;-	1775	0	2
ENSG00000235023.1	chr21;chr21	44068381;44070674	44070553;44071354	-;-	2854	0	1
